task_id,edge_node_id,edge_server_id,edge_node_memory,edge_server_memory,edge_cpu_mips,edge_server_cpu_mips,mobility_status,en_uplink_bandwidth,en_downlink_bandwidth,es_uplink_bandwidth,es_downlink_bandwidth,edge_node_Latitude_position,edge_node_Longitude_position,edge_server_position,distance_en_to_es,distance_es_to_cs,deadlines,task_size,subtasks
25,59,4,56.306161203909305,568.1132131571101,5.937684021502396,17.467060818147193,mobile,48.78427380201378,67.1700760516698,21.163988429352386,37.71304277231133,-20,-87,"[750.0522, -355.2437]",721.8785093011774,1044.1024461186219,107.43221552293548,1.67153557930931,"[{'subtask_id': 0, 'subtask_size': 0.4178838948273275, 'network_delay_to_edge_server': 0.02410780160468727, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.3866380181058856, 'task_completion_time_cloud': 1.3515985211075734, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.4178838948273275, 'network_delay_to_edge_server': 0.02410780160468727, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.14238281828408778, 'task_completion_time_cloud': 0.6285581987813962, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.4178838948273275, 'network_delay_to_edge_server': 0.02410780160468727, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.38267010331815277, 'task_completion_time_cloud': 0.7654955599710143, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 3, 'subtask_size': 0.4178838948273275, 'network_delay_to_edge_server': 0.02410780160468727, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.907865572053319, 'task_completion_time_cloud': 1.416294468429649, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
26,85,2,88.36822645637848,310.95510501098863,17.671022921878162,4.341103977367683,mobile,16.447475557637688,80.16555228407539,90.35104532992489,70.53199825545558,25,-124,"[750.0522, -355.2437]",753.507980310023,1044.1024461186219,71.41093901189657,4.981221092014086,"[{'subtask_id': 0, 'subtask_size': 1.2453052730035215, 'network_delay_to_edge_server': 0.06456714385874412, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.7623511738402158, 'task_completion_time_cloud': 1.6470356123291232, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.2453052730035215, 'network_delay_to_edge_server': 0.06456714385874412, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.44113709707798227, 'task_completion_time_cloud': 0.5791439142602866, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.2453052730035215, 'network_delay_to_edge_server': 0.06456714385874412, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.5820379617089113, 'task_completion_time_cloud': 1.139986788321788, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 1.2453052730035215, 'network_delay_to_edge_server': 0.06456714385874412, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.3060239442555698, 'task_completion_time_cloud': 1.212045509367095, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
27,97,2,74.56652110403536,310.95510501098863,2.089861861373057,4.341103977367683,static,24.140357588443603,54.329645681567,90.35104532992489,70.53199825545558,71,172,"[750.0522, -355.2437]",919.637751938713,1044.1024461186219,486.1496386341597,2.9847789283534496,"[{'subtask_id': 0, 'subtask_size': 2.9847789283534496, 'network_delay_to_edge_server': 0.046022595847959605, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.8220611019638426, 'task_completion_time_cloud': 1.1628767154049766, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
28,30,3,74.20242024222324,499.26772493307004,18.163912015768883,1.7894989493051359,mobile,15.074089706127534,11.58381547733265,24.672660637248484,60.99027966659595,45,-139,"[750.0522, -355.2437]",768.9220151555618,1044.1024461186219,406.025158800749,4.3911782339187715,"[{'subtask_id': 0, 'subtask_size': 1.4637260779729238, 'network_delay_to_edge_server': 0.07018360762025345, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.5343279512082467, 'task_completion_time_cloud': 0.993987491697541, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.4637260779729238, 'network_delay_to_edge_server': 0.07018360762025345, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 1.0685119701013044, 'task_completion_time_cloud': 1.3418775237837761, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.4637260779729238, 'network_delay_to_edge_server': 0.07018360762025345, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.41903307841770265, 'task_completion_time_cloud': 1.0997342749895396, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
29,38,2,12.802751184097975,950.336636245806,1.8351488986269082,8.878686132602464,static,41.02098454201059,83.2422714455283,43.49120193771032,82.47973824832923,32,10,"[-329.2817, -700.006]",806.8115368479122,1044.1024461186219,123.51133116699687,4.1346291117517815,"[{'subtask_id': 0, 'subtask_size': 1.0336572779379454, 'network_delay_to_edge_server': 0.028411824604384437, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.9397746585489127, 'task_completion_time_cloud': 1.212726913270585, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.0336572779379454, 'network_delay_to_edge_server': 0.028411824604384437, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.5939544914625854, 'task_completion_time_cloud': 1.6220570025733443, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.0336572779379454, 'network_delay_to_edge_server': 0.028411824604384437, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.1785598117758454, 'task_completion_time_cloud': 0.9801061817943917, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 3, 'subtask_size': 1.0336572779379454, 'network_delay_to_edge_server': 0.028411824604384437, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.6224708945233651, 'task_completion_time_cloud': 1.9171551423628597, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
30,58,0,74.35880386016511,977.3935045856048,5.275011145933909,11.213634290954296,mobile,28.560122059957727,41.95730655699748,58.15234631250187,15.178528389647116,60,-37,"[950.7783, 927.4179]",814.2712767812026,1044.1024461186219,145.22158373097818,2.800496329618676,"[{'subtask_id': 0, 'subtask_size': 2.800496329618676, 'network_delay_to_edge_server': 0.039085212343647674, 'network_delay_to_cloud_server': 0.022416722932499307, 'task_completion_time_edge': 1.0265725112865116, 'task_completion_time_cloud': 0.9438879209047857, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
31,9,3,13.134262011846877,543.3006171662975,87.96993953925664,1.8963615949995452,mobile,23.825461479876147,10.43189552245155,33.60956700346037,37.92168632583052,-32,-164,"[230.7749, 384.4191]",688.1497339902777,1044.1024461186219,453.25820414370463,3.748065761193857,"[{'subtask_id': 0, 'subtask_size': 1.8740328805969284, 'network_delay_to_edge_server': 0.045412653425904864, 'network_delay_to_cloud_server': 0.03497394523069817, 'task_completion_time_edge': 0.26859949681636053, 'task_completion_time_cloud': 0.6259160194703534, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.8740328805969284, 'network_delay_to_edge_server': 0.045412653425904864, 'network_delay_to_cloud_server': 0.03497394523069817, 'task_completion_time_edge': 0.49013542964049106, 'task_completion_time_cloud': 1.5301846465954725, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
32,94,1,82.23493594224422,518.5772746162318,12.0696694256477,34.853844389226694,mobile,37.669848617044046,46.477064190622386,19.988389333958757,83.4259828880424,-81,170,"[950.7783, 927.4179]",795.2676555669103,1044.1024461186219,90.49356671381717,3.096112999995658,"[{'subtask_id': 0, 'subtask_size': 1.548056499997829, 'network_delay_to_edge_server': 0.030522768293152994, 'network_delay_to_cloud_server': 0.055249555756430174, 'task_completion_time_edge': 0.5849424788533422, 'task_completion_time_cloud': 0.6815371310886608, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.548056499997829, 'network_delay_to_edge_server': 0.030522768293152994, 'network_delay_to_cloud_server': 0.055249555756430174, 'task_completion_time_edge': 0.8462545028147983, 'task_completion_time_cloud': 1.252135053664498, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
33,94,3,82.23493594224422,414.6589311285014,12.0696694256477,4.208981147015501,mobile,37.669848617044046,46.477064190622386,91.33054116789319,59.07683631908986,-81,170,"[-329.2817, -700.006]",795.2676555669103,1044.1024461186219,49.2819333688684,3.5005728233113294,"[{'subtask_id': 0, 'subtask_size': 1.1668576077704431, 'network_delay_to_edge_server': 0.030522768293152994, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.5940521351820355, 'task_completion_time_cloud': 1.903701117073015, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.1668576077704431, 'network_delay_to_edge_server': 0.030522768293152994, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.6048941583499478, 'task_completion_time_cloud': 1.2842141547514985, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.1668576077704431, 'network_delay_to_edge_server': 0.030522768293152994, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.5369699856810948, 'task_completion_time_cloud': 1.4211439748669048, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
34,81,3,94.81275294522918,414.6589311285014,11.038236833896287,4.208981147015501,mobile,95.21300359293171,10.953500033694128,91.33054116789319,59.07683631908986,8,-105,"[-329.2817, -700.006]",742.6808042429062,1044.1024461186219,299.20829955989075,1.1062301959613694,"[{'subtask_id': 0, 'subtask_size': 0.3687433986537898, 'network_delay_to_edge_server': 0.014216171104115764, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.13559195468668575, 'task_completion_time_cloud': 1.3637813175619102, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.3687433986537898, 'network_delay_to_edge_server': 0.014216171104115764, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.8075797928420969, 'task_completion_time_cloud': 1.748233583979805, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.3687433986537898, 'network_delay_to_edge_server': 0.014216171104115764, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.8945533945998877, 'task_completion_time_cloud': 1.7891182195926125, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
35,51,2,81.56235115723686,778.3747487625809,23.127678089819614,8.11285920689789,static,29.08468929258861,59.374502635331105,17.602016430958656,54.691826060830984,53,180,"[950.7783, 927.4179]",909.0576912335597,1044.1024461186219,138.00555920985795,1.201345558286293,"[{'subtask_id': 0, 'subtask_size': 0.30033638957157327, 'network_delay_to_edge_server': 0.03892763959425684, 'network_delay_to_cloud_server': 0.06203218513877123, 'task_completion_time_edge': 0.9919633332326874, 'task_completion_time_cloud': 0.7296227841419933, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.30033638957157327, 'network_delay_to_edge_server': 0.03892763959425684, 'network_delay_to_cloud_server': 0.06203218513877123, 'task_completion_time_edge': 0.4317690411827959, 'task_completion_time_cloud': 1.8074542987637419, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.30033638957157327, 'network_delay_to_edge_server': 0.03892763959425684, 'network_delay_to_cloud_server': 0.06203218513877123, 'task_completion_time_edge': 0.2133032355443839, 'task_completion_time_cloud': 0.6055676794463344, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 0.30033638957157327, 'network_delay_to_edge_server': 0.03892763959425684, 'network_delay_to_cloud_server': 0.06203218513877123, 'task_completion_time_edge': 0.7326686556278671, 'task_completion_time_cloud': 0.8463258636870868, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
36,72,2,91.09512916520512,310.95510501098863,35.71510946379364,4.341103977367683,static,89.90820110887982,75.43356211940988,90.35104532992489,70.53199825545558,-82,-180,"[750.0522, -355.2437]",635.7801837041557,1044.1024461186219,191.04067414137756,4.7269764712990066,"[{'subtask_id': 0, 'subtask_size': 1.5756588237663356, 'network_delay_to_edge_server': 0.01430135679759002, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.5389635304178868, 'task_completion_time_cloud': 0.6711880450098462, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.5756588237663356, 'network_delay_to_edge_server': 0.01430135679759002, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.7273469139033165, 'task_completion_time_cloud': 1.2712930117995043, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.5756588237663356, 'network_delay_to_edge_server': 0.01430135679759002, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.5685675019716416, 'task_completion_time_cloud': 1.5483456826384747, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
37,11,0,71.28424540118351,977.3935045856048,3.458997429627939,11.213634290954296,static,78.48327157480321,76.24976694196918,58.15234631250187,15.178528389647116,-6,-97,"[950.7783, 927.4179]",731.8463747200569,1044.1024461186219,67.88014138322657,3.0663891355899273,"[{'subtask_id': 0, 'subtask_size': 1.5331945677949637, 'network_delay_to_edge_server': 0.01640080061728969, 'network_delay_to_cloud_server': 0.022416722932499307, 'task_completion_time_edge': 0.3419032451396954, 'task_completion_time_cloud': 1.5158288231084718, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.5331945677949637, 'network_delay_to_edge_server': 0.01640080061728969, 'network_delay_to_cloud_server': 0.022416722932499307, 'task_completion_time_edge': 0.5345904524511553, 'task_completion_time_cloud': 1.5907095070150339, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
38,5,2,18.198480450340774,778.3747487625809,17.29538069663771,8.11285920689789,mobile,58.55427213749355,79.39262249681657,17.602016430958656,54.691826060830984,-9,0,"[950.7783, 927.4179]",765.4513243772526,1044.1024461186219,432.2486862028996,3.286649877869726,"[{'subtask_id': 0, 'subtask_size': 0.8216624694674315, 'network_delay_to_edge_server': 0.02090542980200643, 'network_delay_to_cloud_server': 0.06203218513877123, 'task_completion_time_edge': 0.770152296021988, 'task_completion_time_cloud': 1.8343271276423052, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.8216624694674315, 'network_delay_to_edge_server': 0.02090542980200643, 'network_delay_to_cloud_server': 0.06203218513877123, 'task_completion_time_edge': 0.14739185141835923, 'task_completion_time_cloud': 1.9381663166824923, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.8216624694674315, 'network_delay_to_edge_server': 0.02090542980200643, 'network_delay_to_cloud_server': 0.06203218513877123, 'task_completion_time_edge': 0.15609574307407115, 'task_completion_time_cloud': 1.920999531905212, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 0.8216624694674315, 'network_delay_to_edge_server': 0.02090542980200643, 'network_delay_to_cloud_server': 0.06203218513877123, 'task_completion_time_edge': 0.3868945042651469, 'task_completion_time_cloud': 0.8540436318325388, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
